aoa,item_id,item_kind,item_definition,category,lexical_category,uni_lemma,complexity_category,language
21,item_230,word,telephone/phone,household,nouns,telephone,NA,English (Australian)
21,item_236,word,cup,household,nouns,cup,NA,English (Australian)
21,item_254,word,chair,furniture_rooms,nouns,chair,NA,English (Australian)
21,item_306,word,tree,outside,nouns,tree,NA,English (Australian)
21,item_308,word,water,outside,nouns,water (not beverage),NA,English (Australian)
22,item_16,word,bee,animals,nouns,bee,NA,English (Australian)
22,item_19,word,bunny/rabbit,animals,nouns,bunny,NA,English (Australian)
22,item_26,word,frog,animals,nouns,frog,NA,English (Australian)
22,item_29,word,horse,animals,nouns,horse,NA,English (Australian)
22,item_48,word,monkey,animals,nouns,monkey,NA,English (Australian)
22,item_90,word,bread,food_drink,nouns,bread,NA,English (Australian)
22,item_103,word,fish,food_drink,nouns,fish (food),NA,English (Australian)
22,item_148,word,yoghurt,food_drink,nouns,yogurt,NA,English (Australian)
22,item_174,word,arm,body_parts,nouns,arm,NA,English (Australian)
22,item_177,word,bottom,body_parts,nouns,butt,NA,English (Australian)
22,item_186,word,hand,body_parts,nouns,hand,NA,English (Australian)
22,item_187,word,head,body_parts,nouns,head,NA,English (Australian)
22,item_196,word,stomach/tummy,body_parts,nouns,tummy,NA,English (Australian)
22,item_198,word,toe(s),body_parts,nouns,toe,NA,English (Australian)
22,item_201,word,bin,household,nouns,trash,NA,English (Australian)
22,item_218,word,light,household,nouns,light (object),NA,English (Australian)
22,item_232,word,toothbrush,household,nouns,toothbrush,NA,English (Australian)
22,item_233,word,clock,household,nouns,clock,NA,English (Australian)
22,item_270,word,shower,furniture_rooms,nouns,shower,NA,English (Australian)
22,item_274,word,TV,furniture_rooms,nouns,tv,NA,English (Australian)
22,item_289,word,moon,outside,nouns,moon,NA,English (Australian)
22,item_291,word,rain,outside,nouns,rain,NA,English (Australian)
23,item_20,word,butterfly,animals,nouns,butterfly,NA,English (Australian)
23,item_37,word,sheep,animals,nouns,sheep,NA,English (Australian)
23,item_38,word,snake,animals,nouns,snake,NA,English (Australian)
23,item_39,word,spider,animals,nouns,spider,NA,English (Australian)
23,item_47,word,lion,animals,nouns,lion,NA,English (Australian)
23,item_50,word,tiger,animals,nouns,tiger,NA,English (Australian)
23,item_63,word,pram,vehicles,nouns,stroller,NA,English (Australian)
23,item_76,word,doll,toys,nouns,doll,NA,English (Australian)
23,item_85,word,toy,toys,nouns,toy (object),NA,English (Australian)
23,item_96,word,chicken,food_drink,nouns,chicken (food),NA,English (Australian)
23,item_97,word,chocolate,food_drink,nouns,chocolate,NA,English (Australian)
23,item_105,word,grapes,food_drink,nouns,grapes,NA,English (Australian)
23,item_108,word,ice cream,food_drink,nouns,ice cream,NA,English (Australian)
23,item_124,word,potato chip/crisps,food_drink,nouns,chips,NA,English (Australian)
23,item_140,word,egg,food_drink,nouns,egg,NA,English (Australian)
23,item_151,word,bib,clothing,nouns,bib,NA,English (Australian)
23,item_152,word,boot(s),clothing,nouns,boots,NA,English (Australian)
23,item_163,word,pants,clothing,nouns,pants,NA,English (Australian)
23,item_175,word,bellybutton/navel,body_parts,nouns,belly button,NA,English (Australian)
23,item_183,word,finger(s),body_parts,nouns,finger,NA,English (Australian)
23,item_188,word,knee,body_parts,nouns,knee,NA,English (Australian)
23,item_189,word,leg,body_parts,nouns,leg,NA,English (Australian)
23,item_202,word,blanket,household,nouns,blanket,NA,English (Australian)
23,item_204,word,box,household,nouns,box,NA,English (Australian)
23,item_205,word,bowl,household,nouns,bowl,NA,English (Australian)
23,item_207,word,brush,household,nouns,brush (object),NA,English (Australian)
23,item_222,word,plate,household,nouns,plate,NA,English (Australian)
23,item_231,word,tissue,household,nouns,tissue,NA,English (Australian)
23,item_238,word,fork,household,nouns,fork,NA,English (Australian)
23,item_245,word,towel,household,nouns,towel,NA,English (Australian)
23,item_304,word,sun,outside,nouns,sun,NA,English (Australian)
23,item_305,word,swing,outside,nouns,swing (object),NA,English (Australian)
24,item_24,word,elephant,animals,nouns,elephant,NA,English (Australian)
24,item_27,word,giraffe,animals,nouns,giraffe,NA,English (Australian)
24,item_30,word,kangaroo/roo,animals,nouns,kangaroo,NA,English (Australian)
24,item_42,word,crocodile,animals,nouns,crocodile,NA,English (Australian)
24,item_49,word,mouse,animals,nouns,mouse,NA,English (Australian)
24,item_52,word,turtle,animals,nouns,turtle,NA,English (Australian)
24,item_72,word,block/brick,toys,nouns,blocks,NA,English (Australian)
24,item_79,word,pen,toys,nouns,pen,NA,English (Australian)
24,item_83,word,story,toys,nouns,story,NA,English (Australian)
24,item_93,word,carrot,food_drink,nouns,carrot,NA,English (Australian)
24,item_112,word,lolly,food_drink,nouns,lollipop,NA,English (Australian)
24,item_119,word,orange,food_drink,nouns,orange (food),NA,English (Australian)
24,item_129,word,sandwich,food_drink,nouns,sandwich,NA,English (Australian)
24,item_132,word,strawberry,food_drink,nouns,strawberry,NA,English (Australian)
24,item_134,word,(tomato) sauce,food_drink,nouns,sauce,NA,English (Australian)
24,item_142,word,pasta,food_drink,nouns,pasta,NA,English (Australian)
24,item_153,word,button,clothing,nouns,button,NA,English (Australian)
24,item_157,word,jacket,clothing,nouns,jacket,NA,English (Australian)
24,item_162,word,pyjamas/jamies,clothing,nouns,pajamas,NA,English (Australian)
24,item_179,word,chin,body_parts,nouns,chin,NA,English (Australian)
24,item_182,word,face,body_parts,nouns,face,NA,English (Australian)
24,item_199,word,tongue,body_parts,nouns,tongue,NA,English (Australian)
24,item_208,word,bucket,household,nouns,bucket,NA,English (Australian)
24,item_211,word,garbage/rubbish,household,nouns,trash,NA,English (Australian)
24,item_220,word,money,household,nouns,money,NA,English (Australian)
24,item_227,word,soap,household,nouns,soap,NA,English (Australian)
24,item_235,word,cot,household,nouns,crib,NA,English (Australian)
24,item_243,word,pillow,household,nouns,pillow,NA,English (Australian)
24,item_260,word,fridge,furniture_rooms,nouns,refrigerator,NA,English (Australian)
24,item_272,word,stairs,furniture_rooms,nouns,stairs,NA,English (Australian)
24,item_273,word,table,furniture_rooms,nouns,table,NA,English (Australian)
24,item_285,word,grass,outside,nouns,grass,NA,English (Australian)
24,item_290,word,pool,outside,nouns,pool,NA,English (Australian)
24,item_297,word,sky,outside,nouns,sky,NA,English (Australian)
25,item_61,word,helicopter,vehicles,nouns,helicopter,NA,English (Australian)
25,item_62,word,motorbike,vehicles,nouns,motorcycle,NA,English (Australian)
25,item_80,word,play dough,toys,nouns,play dough,NA,English (Australian)
25,item_81,word,present/pressie,toys,nouns,present,NA,English (Australian)
25,item_82,word,puzzle,toys,nouns,puzzle,NA,English (Australian)
25,item_102,word,corn,food_drink,nouns,corn,NA,English (Australian)
25,item_104,word,food,food_drink,nouns,food,NA,English (Australian)
25,item_117,word,noodles,food_drink,nouns,noodles,NA,English (Australian)
25,item_121,word,pizza,food_drink,nouns,pizza,NA,English (Australian)
25,item_123,word,potato,food_drink,nouns,potato,NA,English (Australian)
25,item_131,word,spaghetti,food_drink,nouns,spaghetti,NA,English (Australian)
25,item_144,word,peas,food_drink,nouns,peas,NA,English (Australian)
25,item_159,word,jumper,clothing,nouns,sweater,NA,English (Australian)
25,item_164,word,shirt,clothing,nouns,shirt,NA,English (Australian)
25,item_169,word,sunglasses/sunnies,clothing,nouns,sunglasses,NA,English (Australian)
25,item_176,word,breasts,body_parts,nouns,breast,NA,English (Australian)
25,item_178,word,cheek,body_parts,nouns,cheek,NA,English (Australian)
25,item_206,word,broom,household,nouns,broom,NA,English (Australian)
25,item_216,word,knife,household,nouns,knife,NA,English (Australian)
25,item_226,word,scissors,household,nouns,scissors,NA,English (Australian)
25,item_240,word,newspaper/paper,household,nouns,paper,NA,English (Australian)
25,item_241,word,photo,household,nouns,photo,NA,English (Australian)
25,item_255,word,computer,furniture_rooms,nouns,computer,NA,English (Australian)
25,item_263,word,kitchen,furniture_rooms,nouns,kitchen,NA,English (Australian)
25,item_267,word,potty,furniture_rooms,nouns,potty,NA,English (Australian)
25,item_278,word,window,furniture_rooms,nouns,window,NA,English (Australian)
25,item_292,word,rock,outside,nouns,rock (object),NA,English (Australian)
25,item_298,word,slide,outside,nouns,slide (object),NA,English (Australian)
25,item_301,word,stick,outside,nouns,stick,NA,English (Australian)
26,item_13,word,animal,animals,nouns,animal,NA,English (Australian)
26,item_14,word,ant,animals,nouns,ant,NA,English (Australian)
26,item_31,word,owl,animals,nouns,owl,NA,English (Australian)
26,item_32,word,penguin,animals,nouns,penguin,NA,English (Australian)
26,item_45,word,koala,animals,nouns,koala,NA,English (Australian)
26,item_54,word,zebra,animals,nouns,zebra,NA,English (Australian)
26,item_60,word,fire truck/engine,vehicles,nouns,firetruck,NA,English (Australian)
26,item_65,word,tractor,vehicles,nouns,tractor,NA,English (Australian)
26,item_91,word,butter,food_drink,nouns,butter,NA,English (Australian)
26,item_99,word,coffee,food_drink,nouns,coffee,NA,English (Australian)
26,item_107,word,ice,food_drink,nouns,ice,NA,English (Australian)
26,item_114,word,meat,food_drink,nouns,meat,NA,English (Australian)
26,item_145,word,vegemite,food_drink,nouns,NA,NA,English (Australian)
26,item_155,word,dress,clothing,nouns,dress (object),NA,English (Australian)
26,item_166,word,shorts,clothing,nouns,shorts,NA,English (Australian)
26,item_167,word,slipper(s),clothing,nouns,slipper,NA,English (Australian)
26,item_171,word,underpants/undies,clothing,nouns,underpants,NA,English (Australian)
26,item_172,word,zipper,clothing,nouns,zipper,NA,English (Australian)
26,item_190,word,lips,body_parts,nouns,lip,NA,English (Australian)
26,item_193,word,neck,body_parts,nouns,neck,NA,English (Australian)
26,item_200,word,basket,household,nouns,basket,NA,English (Australian)
26,item_209,word,camera,household,nouns,camera,NA,English (Australian)
26,item_219,word,medicine,household,nouns,medicine,NA,English (Australian)
26,item_242,word,picture,household,nouns,picture,NA,English (Australian)
26,item_248,word,watch,household,nouns,watch (object),NA,English (Australian)
26,item_249,word,Bathroom,furniture_rooms,nouns,bathroom,NA,English (Australian)
26,item_252,word,bedroom,furniture_rooms,nouns,bedroom,NA,English (Australian)
26,item_256,word,couch/lounge/sofa,furniture_rooms,nouns,couch,NA,English (Australian)
26,item_262,word,high chair,furniture_rooms,nouns,high chair,NA,English (Australian)
26,item_269,word,room,furniture_rooms,nouns,room,NA,English (Australian)
26,item_280,word,cloud,outside,nouns,cloud,NA,English (Australian)
26,item_284,word,garden,outside,nouns,garden,NA,English (Australian)
26,item_310,word,wind,outside,nouns,wind,NA,English (Australian)
27,item_18,word,bug,animals,nouns,bug,NA,English (Australian)
27,item_75,word,crayon,toys,nouns,crayon,NA,English (Australian)
27,item_77,word,game,toys,nouns,game,NA,English (Australian)
27,item_88,word,beans,food_drink,nouns,beans,NA,English (Australian)
27,item_94,word,cereal,food_drink,nouns,cereal,NA,English (Australian)
27,item_109,word,jam,food_drink,nouns,jam,NA,English (Australian)
27,item_110,word,jelly,food_drink,nouns,jam,NA,English (Australian)
27,item_126,word,pumpkin,food_drink,nouns,pumpkin,NA,English (Australian)
27,item_130,word,soup,food_drink,nouns,soup,NA,English (Australian)
27,item_158,word,jeans,clothing,nouns,jeans,NA,English (Australian)
27,item_192,word,nail(s),body_parts,nouns,nail (body part),NA,English (Australian)
27,item_212,word,glass,household,nouns,glass,NA,English (Australian)
27,item_213,word,hammer,household,nouns,hammer,NA,English (Australian)
27,item_223,word,purse/wallet,household,nouns,purse,NA,English (Australian)
27,item_247,word,vacuum cleaner,household,nouns,vacuum,NA,English (Australian)
27,item_265,word,oven/stove,furniture_rooms,nouns,oven,NA,English (Australian)
27,item_271,word,sink,furniture_rooms,nouns,sink,NA,English (Australian)
27,item_277,word,washing machine,furniture_rooms,nouns,washing machine,NA,English (Australian)
27,item_286,word,hose,outside,nouns,hose,NA,English (Australian)
27,item_294,word,sandpit,outside,nouns,sandbox,NA,English (Australian)
28,item_22,word,donkey,animals,nouns,donkey,NA,English (Australian)
28,item_71,word,bat,toys,nouns,bat (object),NA,English (Australian)
28,item_122,word,popcorn,food_drink,nouns,popcorn,NA,English (Australian)
28,item_138,word,doughnut,food_drink,nouns,pastry,NA,English (Australian)
28,item_141,word,pancake,food_drink,nouns,pancake,NA,English (Australian)
28,item_143,word,peanut butter,food_drink,nouns,peanut butter,NA,English (Australian)
28,item_150,word,belt,clothing,nouns,belt,NA,English (Australian)
28,item_161,word,necklace,clothing,nouns,necklace,NA,English (Australian)
28,item_195,word,shoulder,body_parts,nouns,shoulder,NA,English (Australian)
28,item_244,word,plant,household,nouns,plant,NA,English (Australian)
28,item_259,word,drawer,furniture_rooms,nouns,drawer,NA,English (Australian)
28,item_261,word,garage,furniture_rooms,nouns,garage,NA,English (Australian)
28,item_279,word,backyard,outside,nouns,backyard,NA,English (Australian)
28,item_287,word,ladder,outside,nouns,ladder,NA,English (Australian)
28,item_288,word,lawn mower,outside,nouns,lawn mower,NA,English (Australian)
28,item_293,word,roof,outside,nouns,roof,NA,English (Australian)
28,item_307,word,wall,outside,nouns,wall,NA,English (Australian)
29,item_46,word,lamb,animals,nouns,lamb,NA,English (Australian)
29,item_78,word,glue,toys,nouns,glue (object),NA,English (Australian)
29,item_106,word,hamburger,food_drink,nouns,hamburger,NA,English (Australian)
29,item_113,word,mango,food_drink,nouns,mango,NA,English (Australian)
29,item_116,word,muffin,food_drink,nouns,muffin,NA,English (Australian)
29,item_118,word,nuts,food_drink,nouns,nut,NA,English (Australian)
29,item_120,word,pineapple,food_drink,nouns,pineapple,NA,English (Australian)
29,item_154,word,coat,clothing,nouns,coat,NA,English (Australian)
29,item_264,word,living/lounge room,furniture_rooms,nouns,living room,NA,English (Australian)
29,item_281,word,flag,outside,nouns,flag,NA,English (Australian)
29,item_302,word,stone,outside,nouns,stone,NA,English (Australian)
30,item_28,word,goose,animals,nouns,goose,NA,English (Australian)
30,item_34,word,pony,animals,nouns,pony,NA,English (Australian)
30,item_40,word,cockroach,animals,nouns,cockroach,NA,English (Australian)
30,item_64,word,stroller,vehicles,nouns,stroller,NA,English (Australian)
30,item_127,word,raisin,food_drink,nouns,raisin,NA,English (Australian)
30,item_128,word,salt,food_drink,nouns,salt,NA,English (Australian)
30,item_137,word,custard,food_drink,nouns,pudding,NA,English (Australian)
30,item_170,word,thongs,clothing,nouns,sandal,NA,English (Australian)
30,item_221,word,mop,household,nouns,mop (object),NA,English (Australian)
30,item_224,word,radio,household,nouns,radio,NA,English (Australian)
30,item_229,word,tape,household,nouns,tape (object),NA,English (Australian)
30,item_234,word,comb,household,nouns,comb (object),NA,English (Australian)
30,item_295,word,shed,outside,nouns,shed,NA,English (Australian)
30,item_303,word,street,outside,nouns,street,NA,English (Australian)
30,item_309,word,waves,outside,nouns,waves,NA,English (Australian)
17,item_478,word,車,vehicles,nouns,car,NA,Cantonese
18,item_434,word,貓,animals,nouns,cat,NA,Cantonese
18,item_443,word,魚,animals,nouns,fish (animal),NA,Cantonese
19,item_53,word,水,food_drink,nouns,water (beverage),NA,Cantonese
19,item_75,word,餅(乾),food_drink,nouns,biscuit,NA,Cantonese
19,item_83,word,魚,food_drink,nouns,fish (food),NA,Cantonese
19,item_579,word,鞋,clothing,nouns,shoe,NA,Cantonese
20,item_62,word,飯,food_drink,nouns,rice,NA,Cantonese
20,item_92,word,菜,food_drink,nouns,vegetable,NA,Cantonese
20,item_331,word,筆,toys,nouns,pen,NA,Cantonese
20,item_436,word,雀,animals,nouns,bird,NA,Cantonese
20,item_496,word,杯,household,nouns,cup,NA,Cantonese
20,item_549,word,水,outside,nouns,water (not beverage),NA,Cantonese
20,item_550,word,花,outside,nouns,flower,NA,Cantonese
20,item_593,word,尿片/片片,clothing,nouns,diaper,NA,Cantonese
20,item_610,word,鼻,body_parts,nouns,nose,NA,Cantonese
20,item_617,word,手,body_parts,nouns,hand,NA,Cantonese
20,item_621,word,腳,body_parts,nouns,leg,NA,Cantonese
20,item_631,word,屁股/Pek Pek,body_parts,nouns,butt,NA,Cantonese
21,item_61,word,蛋,food_drink,nouns,egg,NA,Cantonese
21,item_65,word,麵,food_drink,nouns,noodles,NA,Cantonese
21,item_103,word,橙,food_drink,nouns,orange (food),NA,Cantonese
21,item_110,word,糖(果),food_drink,nouns,candy,NA,Cantonese
21,item_330,word,書,toys,nouns,book,NA,Cantonese
21,item_509,word,燈,household,nouns,light (object),NA,Cantonese
21,item_557,word,雨,outside,nouns,rain,NA,Cantonese
21,item_582,word,襪,clothing,nouns,sock,NA,Cantonese
21,item_583,word,衫,clothing,nouns,clothes,NA,Cantonese
21,item_589,word,褲,clothing,nouns,pants,NA,Cantonese
21,item_603,word,頭,body_parts,nouns,head,NA,Cantonese
21,item_607,word,眼,body_parts,nouns,eye,NA,Cantonese
21,item_611,word,口/嘴,body_parts,nouns,mouth,NA,Cantonese
22,item_55,word,湯,food_drink,nouns,soup,NA,Cantonese
22,item_104,word,(香)蕉,food_drink,nouns,banana,NA,Cantonese
22,item_105,word,蘋果,food_drink,nouns,apple,NA,Cantonese
22,item_437,word,雞,animals,nouns,chicken (animal),NA,Cantonese
22,item_452,word,馬,animals,nouns,horse,NA,Cantonese
22,item_486,word,巴士,vehicles,nouns,bus,NA,Cantonese
22,item_501,word,(匙)羹,household,nouns,spoon,NA,Cantonese
22,item_510,word,電話,household,nouns,telephone,NA,Cantonese
22,item_517,word,被,household,nouns,blanket,NA,Cantonese
22,item_540,word,錢,household,nouns,money,NA,Cantonese
22,item_595,word,帽,clothing,nouns,hat,NA,Cantonese
22,item_605,word,面,body_parts,nouns,face,NA,Cantonese
22,item_609,word,耳仔,body_parts,nouns,ear,NA,Cantonese
22,item_637,word,門,furniture_rooms,nouns,door,NA,Cantonese
22,item_646,word,電視,furniture_rooms,nouns,tv,NA,Cantonese
23,item_64,word,粥,food_drink,nouns,NA,NA,Cantonese
23,item_76,word,蛋糕,food_drink,nouns,cake,NA,Cantonese
23,item_79,word,肉,food_drink,nouns,meat,NA,Cantonese
23,item_112,word,雪糕,food_drink,nouns,ice cream,NA,Cantonese
23,item_336,word,歌,toys,nouns,song,NA,Cantonese
23,item_454,word,熊仔/啤啤,animals,nouns,bear,NA,Cantonese
23,item_479,word,飛機,vehicles,nouns,airplane,NA,Cantonese
23,item_481,word,船,vehicles,nouns,boat,NA,Cantonese
23,item_488,word,的士,vehicles,nouns,taxi,NA,Cantonese
23,item_511,word,(手)表,household,nouns,watch (object),NA,Cantonese
23,item_520,word,梳,household,nouns,comb (object),NA,Cantonese
23,item_528,word,紙,household,nouns,paper,NA,Cantonese
23,item_537,word,袋,household,nouns,bag,NA,Cantonese
23,item_541,word,鎖匙,household,nouns,key,NA,Cantonese
23,item_551,word,樹,outside,nouns,tree,NA,Cantonese
23,item_558,word,遮,outside,nouns,umbrella,NA,Cantonese
23,item_604,word,頭髮,body_parts,nouns,hair,NA,Cantonese
23,item_612,word,牙,body_parts,nouns,tooth,NA,Cantonese
23,item_639,word,床,furniture_rooms,nouns,bed,NA,Cantonese
23,item_641,word,凳/椅,furniture_rooms,nouns,chair,NA,Cantonese
24,item_56,word,果汁,food_drink,nouns,juice,NA,Cantonese
24,item_77,word,薯條,food_drink,nouns,french fries,NA,Cantonese
24,item_84,word,蝦,food_drink,nouns,shrimp,NA,Cantonese
24,item_106,word,提子,food_drink,nouns,grapes,NA,Cantonese
24,item_329,word,公仔,toys,nouns,doll,NA,Cantonese
24,item_438,word,鴨,animals,nouns,duck,NA,Cantonese
24,item_449,word,豬,animals,nouns,pig,NA,Cantonese
24,item_464,word,白兔/兔仔,animals,nouns,bunny,NA,Cantonese
24,item_497,word,碗,household,nouns,bowl,NA,Cantonese
24,item_518,word,枕頭,household,nouns,pillow,NA,Cantonese
24,item_522,word,牙刷,household,nouns,toothbrush,NA,Cantonese
24,item_526,word,毛巾/手巾,household,nouns,towel,NA,Cantonese
24,item_533,word,眼鏡,household,nouns,glasses,NA,Cantonese
24,item_548,word,垃圾,household,nouns,trash,NA,Cantonese
24,item_625,word,肚/肚腩,body_parts,nouns,tummy,NA,Cantonese
24,item_633,word,房,furniture_rooms,nouns,room,NA,Cantonese
24,item_638,word,窗,furniture_rooms,nouns,window,NA,Cantonese
24,item_640,word,檯,furniture_rooms,nouns,table,NA,Cantonese
24,item_651,word,風扇,furniture_rooms,nouns,fan,NA,Cantonese
24,item_662,word,電梯/????,furniture_rooms,nouns,elevator,NA,Cantonese
25,item_57,word,茶,food_drink,nouns,tea,NA,Cantonese
25,item_59,word,可樂/其他飲品名稱,food_drink,nouns,coke,NA,Cantonese
25,item_89,word,腸仔,food_drink,nouns,sausage,NA,Cantonese
25,item_95,word,粟米,food_drink,nouns,corn,NA,Cantonese
25,item_97,word,瓜,food_drink,nouns,melon,NA,Cantonese
25,item_99,word,豆,food_drink,nouns,beans,NA,Cantonese
25,item_107,word,西瓜,food_drink,nouns,watermelon,NA,Cantonese
25,item_111,word,朱古力,food_drink,nouns,chocolate,NA,Cantonese
25,item_445,word,(烏)龜,animals,nouns,turtle,NA,Cantonese
25,item_450,word,牛,animals,nouns,cow,NA,Cantonese
25,item_466,word,蟲蟲,animals,nouns,bug,NA,Cantonese
25,item_470,word,蚊,animals,nouns,mosquito,NA,Cantonese
25,item_482,word,單車,vehicles,nouns,bicycle,NA,Cantonese
25,item_499,word,樽,household,nouns,bottle,NA,Cantonese
25,item_502,word,筷子,household,nouns,chopstick,NA,Cantonese
25,item_503,word,叉,household,nouns,fork,NA,Cantonese
25,item_504,word,刀,household,nouns,knife,NA,Cantonese
25,item_519,word,藥,household,nouns,medicine,NA,Cantonese
25,item_527,word,廁紙/紙巾/Tissue,household,nouns,tissue,NA,Cantonese
25,item_567,word,滑梯,outside,nouns,slide (object),NA,Cantonese
25,item_572,word,街,outside,nouns,street,NA,Cantonese
25,item_619,word,手指,body_parts,nouns,finger,NA,Cantonese
25,item_635,word,廁所/浴室,furniture_rooms,nouns,bathroom,NA,Cantonese
25,item_645,word,鏡,furniture_rooms,nouns,mirror,NA,Cantonese
25,item_649,word,雪櫃,furniture_rooms,nouns,refrigerator,NA,Cantonese
25,item_659,word,地下,furniture_rooms,nouns,floor,NA,Cantonese
26,item_60,word,嘢食,food_drink,nouns,food,NA,Cantonese
26,item_338,word,槍,toys,nouns,gun,NA,Cantonese
26,item_348,word,玩具,toys,nouns,toy (object),NA,Cantonese
26,item_456,word,大笨象,animals,nouns,elephant,NA,Cantonese
26,item_462,word,馬騮,animals,nouns,monkey,NA,Cantonese
26,item_465,word,老鼠,animals,nouns,mouse,NA,Cantonese
26,item_467,word,蝴蝶,animals,nouns,butterfly,NA,Cantonese
26,item_491,word,火車,vehicles,nouns,train,NA,Cantonese
26,item_498,word,碟,household,nouns,plate,NA,Cantonese
26,item_529,word,較剪,household,nouns,scissors,NA,Cantonese
26,item_538,word,書包,household,nouns,NA,NA,Cantonese
26,item_559,word,風,outside,nouns,wind,NA,Cantonese
26,item_569,word,太陽,outside,nouns,sun,NA,Cantonese
26,item_570,word,星星,outside,nouns,star,NA,Cantonese
26,item_571,word,月亮/月光,outside,nouns,moon,NA,Cantonese
26,item_580,word,拖鞋,clothing,nouns,slipper,NA,Cantonese
26,item_634,word,廚房,furniture_rooms,nouns,kitchen,NA,Cantonese
26,item_642,word,梳化,furniture_rooms,nouns,couch,NA,Cantonese
26,item_661,word,樓梯,furniture_rooms,nouns,stairs,NA,Cantonese
27,item_66,word,通心粉,food_drink,nouns,macaroni,NA,Cantonese
27,item_96,word,蘿蔔,food_drink,nouns,carrot,NA,Cantonese
27,item_98,word,(冬/磨)菇,food_drink,nouns,mushroom,NA,Cantonese
27,item_335,word,貼紙,toys,nouns,sticker,NA,Cantonese
27,item_457,word,獅子,animals,nouns,lion,NA,Cantonese
27,item_472,word,(螞)蟻,animals,nouns,ant,NA,Cantonese
27,item_487,word,小巴/Van仔,vehicles,nouns,minibus,NA,Cantonese
27,item_500,word,奶嘴,household,nouns,pacifier,NA,Cantonese
27,item_512,word,鐘,household,nouns,clock,NA,Cantonese
27,item_523,word,牙膏,household,nouns,toothpaste,NA,Cantonese
27,item_543,word,盒,household,nouns,box,NA,Cantonese
27,item_553,word,草,outside,nouns,grass,NA,Cantonese
27,item_565,word,氹氹轉,outside,nouns,carousel,NA,Cantonese
27,item_566,word,韆鞦,outside,nouns,swing (object),NA,Cantonese
27,item_600,word,(衫)鈕/扣,clothing,nouns,button,NA,Cantonese
27,item_613,word,脷,body_parts,nouns,tongue,NA,Cantonese
27,item_615,word,頸,body_parts,nouns,neck,NA,Cantonese
27,item_622,word,腳趾,body_parts,nouns,toe,NA,Cantonese
27,item_643,word,櫃,furniture_rooms,nouns,closet,NA,Cantonese
27,item_656,word,BB車,furniture_rooms,nouns,stroller,NA,Cantonese
28,item_58,word,汽水,food_drink,nouns,soda,NA,Cantonese
28,item_80,word,雞(肉),food_drink,nouns,chicken (food),NA,Cantonese
28,item_87,word,雞翼,food_drink,nouns,chicken (food),NA,Cantonese
28,item_94,word,蕃茄,food_drink,nouns,tomato,NA,Cantonese
28,item_100,word,豆腐,food_drink,nouns,tofu,NA,Cantonese
28,item_101,word,花生,food_drink,nouns,nut,NA,Cantonese
28,item_102,word,水果/生果,food_drink,nouns,fruit,NA,Cantonese
28,item_109,word,芒果,food_drink,nouns,mango,NA,Cantonese
28,item_113,word,啫喱,food_drink,nouns,jello,NA,Cantonese
28,item_339,word,積木/Lego,toys,nouns,blocks,NA,Cantonese
28,item_340,word,車轆,toys,nouns,wheel,NA,Cantonese
28,item_344,word,故仔/故事,toys,nouns,story,NA,Cantonese
28,item_446,word,青蛙,animals,nouns,frog,NA,Cantonese
28,item_447,word,蛇,animals,nouns,snake,NA,Cantonese
28,item_451,word,羊,animals,nouns,sheep,NA,Cantonese
28,item_458,word,老虎,animals,nouns,tiger,NA,Cantonese
28,item_461,word,長頸鹿,animals,nouns,giraffe,NA,Cantonese
28,item_473,word,曱甴,animals,nouns,cockroach,NA,Cantonese
28,item_483,word,電單車,vehicles,nouns,motorcycle,NA,Cantonese
28,item_489,word,地鐵,vehicles,nouns,train,NA,Cantonese
28,item_513,word,(影)相機,household,nouns,camera,NA,Cantonese
28,item_514,word,電池/電芯,household,nouns,battery,NA,Cantonese
28,item_524,word,盆,household,nouns,basin,NA,Cantonese
28,item_532,word,報紙,household,nouns,newspaper,NA,Cantonese
28,item_536,word,繩,household,nouns,rope,NA,Cantonese
28,item_539,word,銀包,household,nouns,wallet,NA,Cantonese
28,item_546,word,掃把,household,nouns,broom,NA,Cantonese
28,item_552,word,樹葉,outside,nouns,leaf,NA,Cantonese
28,item_561,word,天(空),outside,nouns,sky,NA,Cantonese
28,item_564,word,海,outside,nouns,sea,NA,Cantonese
28,item_573,word,馬路,outside,nouns,road,NA,Cantonese
28,item_586,word,褸/Jacket,clothing,nouns,coat,NA,Cantonese
28,item_592,word,裙,clothing,nouns,skirt,NA,Cantonese
28,item_601,word,拉鍊,clothing,nouns,zipper,NA,Cantonese
28,item_623,word,指/趾甲,body_parts,nouns,nail (body part),NA,Cantonese
28,item_626,word,肚臍,body_parts,nouns,belly button,NA,Cantonese
28,item_647,word,電腦,furniture_rooms,nouns,computer,NA,Cantonese
28,item_652,word,冷氣機,furniture_rooms,nouns,air conditioner,NA,Cantonese
29,item_74,word,漢堡包/其他西式包,food_drink,nouns,hamburger,NA,Cantonese
29,item_85,word,蟹,food_drink,nouns,crab,NA,Cantonese
29,item_86,word,魚蛋,food_drink,nouns,NA,NA,Cantonese
29,item_108,word,梨,food_drink,nouns,pear,NA,Cantonese
29,item_341,word,煮飯仔,toys,nouns,cook,NA,Cantonese
29,item_455,word,熊貓,animals,nouns,panda,NA,Cantonese
29,item_468,word,蜜蜂,animals,nouns,bee,NA,Cantonese
29,item_475,word,恐龍,animals,nouns,dinosaur,NA,Cantonese
