aoa,item_id,item_kind,item_definition,category,lexical_category,uni_lemma,complexity_category,language
26,item_298,word,お月さん,outside,nouns,moon,NA,Japanese
26,item_308,word,すべり台,outside,nouns,slide (object),NA,Japanese
26,item_319,word,星,outside,nouns,star,NA,Japanese
27,item_17,word,牛,animals,nouns,cow,NA,Japanese
27,item_19,word,えび,animals,nouns,shrimp,NA,Japanese
27,item_43,word,ねずみ,animals,nouns,mouse,NA,Japanese
27,item_50,word,へび,animals,nouns,snake,NA,Japanese
27,item_75,word,シャボン玉,toys,nouns,bubbles,NA,Japanese
27,item_87,word,本,toys,nouns,book,NA,Japanese
27,item_124,word,とうふ（豆腐）,food_drink,nouns,tofu,NA,Japanese
27,item_125,word,ﾄﾞｰﾅﾂ,food_drink,nouns,donut,NA,Japanese
27,item_138,word,ピーマン,food_drink,nouns,NA,NA,Japanese
27,item_201,word,つめ,body_parts,nouns,nail (finger),NA,Japanese
27,item_217,word,階段,furniture_rooms,nouns,stairs,NA,Japanese
27,item_248,word,かぎ（鍵）,household,nouns,key,NA,Japanese
27,item_257,word,くすり,household,nouns,medicine,NA,Japanese
27,item_267,word,タオル,household,nouns,towel,NA,Japanese
27,item_272,word,でんわ（電話）,household,nouns,telephone,NA,Japanese
27,item_279,word,はし（箸）,household,nouns,chopstick,NA,Japanese
27,item_284,word,ふとん,household,nouns,NA,NA,Japanese
27,item_316,word,ブランコ,outside,nouns,swing (object),NA,Japanese
28,item_23,word,カバ,animals,nouns,hippopotamus,NA,Japanese
28,item_25,word,カラス,animals,nouns,crow,NA,Japanese
28,item_30,word,コアラ,animals,nouns,koala,NA,Japanese
28,item_31,word,ゴリラ,animals,nouns,gorilla,NA,Japanese
28,item_44,word,はち,animals,nouns,bee,NA,Japanese
28,item_45,word,はと,animals,nouns,pigeon,NA,Japanese
28,item_55,word,ワニ,animals,nouns,crocodile,NA,Japanese
28,item_64,word,バイク,vehicles,nouns,motorcycle,NA,Japanese
28,item_73,word,クレヨン,toys,nouns,crayon,NA,Japanese
28,item_77,word,つみき,toys,nouns,blocks,NA,Japanese
28,item_85,word,ペン,toys,nouns,pen,NA,Japanese
28,item_104,word,クッキー,food_drink,nouns,cookie,NA,Japanese
28,item_107,word,こおり（氷）,food_drink,nouns,ice,NA,Japanese
28,item_108,word,コーン,food_drink,nouns,corn,NA,Japanese
28,item_119,word,せんべい,food_drink,nouns,cracker,NA,Japanese
28,item_120,word,大根,food_drink,nouns,radish,NA,Japanese
28,item_140,word,プリン,food_drink,nouns,pudding,NA,Japanese
28,item_145,word,豆,food_drink,nouns,beans,NA,Japanese
28,item_150,word,メロン,food_drink,nouns,melon,NA,Japanese
28,item_176,word,パジャマ,clothing,nouns,pajamas,NA,Japanese
28,item_210,word,指,body_parts,nouns,finger,NA,Japanese
28,item_221,word,シャワー,furniture_rooms,nouns,shower,NA,Japanese
28,item_233,word,ドア,furniture_rooms,nouns,door,NA,Japanese
28,item_251,word,かばん,household,nouns,bag,NA,Japanese
28,item_273,word,時計,household,nouns,clock,NA,Japanese
28,item_278,word,はさみ,household,nouns,scissors,NA,Japanese
28,item_303,word,木,outside,nouns,tree,NA,Japanese
28,item_315,word,プール,outside,nouns,pool,NA,Japanese
29,item_13,word,アヒル,animals,nouns,duck,NA,Japanese
29,item_26,word,きつね,animals,nouns,fox,NA,Japanese
29,item_36,word,たぬき,animals,nouns,NA,NA,Japanese
29,item_39,word,トラ,animals,nouns,tiger,NA,Japanese
29,item_47,word,ひつじ,animals,nouns,sheep,NA,Japanese
29,item_48,word,ひよこ,animals,nouns,chick,NA,Japanese
29,item_54,word,リス,animals,nouns,squirrel,NA,Japanese
29,item_56,word,汽車,vehicles,nouns,car,NA,Japanese
29,item_69,word,ヘリコプター,vehicles,nouns,helicopter,NA,Japanese
29,item_76,word,たいこ,toys,nouns,drum,NA,Japanese
29,item_81,word,パズル,toys,nouns,puzzle,NA,Japanese
29,item_117,word,スパゲッティー,food_drink,nouns,spaghetti,NA,Japanese
29,item_123,word,チョコレート,food_drink,nouns,chocolate,NA,Japanese
29,item_128,word,なす,food_drink,nouns,eggplant,NA,Japanese
29,item_136,word,ハム,food_drink,nouns,ham,NA,Japanese
29,item_143,word,ホットケーキ,food_drink,nouns,pancake,NA,Japanese
29,item_148,word,みそしる,food_drink,nouns,soup,NA,Japanese
29,item_152,word,やさい,food_drink,nouns,vegetable,NA,Japanese
29,item_154,word,ラーメン,food_drink,nouns,noodles,NA,Japanese
29,item_173,word,長ぐつ,clothing,nouns,boots,NA,Japanese
29,item_180,word,ボタン,clothing,nouns,button,NA,Japanese
29,item_200,word,背中,body_parts,nouns,back,NA,Japanese
29,item_229,word,机,furniture_rooms,nouns,table,NA,Japanese
29,item_232,word,電気,furniture_rooms,nouns,light,NA,Japanese
29,item_242,word,冷蔵庫,furniture_rooms,nouns,refrigerator,NA,Japanese
29,item_246,word,お金,household,nouns,money,NA,Japanese
29,item_252,word,かみ（紙）,household,nouns,paper,NA,Japanese
29,item_259,word,ごみ箱,household,nouns,trash can,NA,Japanese
29,item_262,word,ストロー,household,nouns,straw,NA,Japanese
29,item_290,word,枕,household,nouns,pillow,NA,Japanese
29,item_300,word,おひさま,outside,nouns,sun,NA,Japanese
29,item_301,word,風,outside,nouns,wind,NA,Japanese
29,item_305,word,雲,outside,nouns,cloud,NA,Japanese
29,item_307,word,砂場,outside,nouns,sandbox,NA,Japanese
29,item_309,word,空,outside,nouns,sky,NA,Japanese
29,item_323,word,雪,outside,nouns,snow,NA,Japanese
30,item_28,word,くじら,animals,nouns,whale,NA,Japanese
30,item_34,word,しまうま,animals,nouns,zebra,NA,Japanese
30,item_71,word,えんぴつ,toys,nouns,pencil,NA,Japanese
30,item_78,word,人形,toys,nouns,doll,NA,Japanese
30,item_89,word,あめ（飴）,food_drink,nouns,candy,NA,Japanese
30,item_95,word,おすし,food_drink,nouns,NA,NA,Japanese
30,item_106,word,コーヒー,food_drink,nouns,coffee,NA,Japanese
30,item_111,word,サンドイッチ,food_drink,nouns,sandwich,NA,Japanese
30,item_127,word,なし（梨）,food_drink,nouns,pear,NA,Japanese
30,item_149,word,ミルク,food_drink,nouns,milk,NA,Japanese
30,item_167,word,スリッパ,clothing,nouns,slipper,NA,Japanese
30,item_190,word,おでこ,body_parts,nouns,forehead,NA,Japanese
30,item_194,word,肩,body_parts,nouns,shoulder,NA,Japanese
30,item_197,word,くび,body_parts,nouns,neck,NA,Japanese
30,item_199,word,しっぽ,body_parts,nouns,tail,NA,Japanese
30,item_216,word,カーテン,furniture_rooms,nouns,curtain,NA,Japanese
30,item_230,word,テーブル,furniture_rooms,nouns,table,NA,Japanese
30,item_241,word,窓,furniture_rooms,nouns,window,NA,Japanese
30,item_253,word,カメラ,household,nouns,camera,NA,Japanese
30,item_266,word,そうじ機,household,nouns,vacuum cleaner,NA,Japanese
31,item_38,word,どうぶつ,animals,nouns,animal,NA,Japanese
31,item_41,word,にわとり,animals,nouns,chicken,NA,Japanese
31,item_79,word,粘土,toys,nouns,clay,NA,Japanese
31,item_162,word,シャツ,clothing,nouns,shirt,NA,Japanese
31,item_172,word,てぶくろ,clothing,nouns,gloves,NA,Japanese
31,item_198,word,けが,body_parts,nouns,NA,NA,Japanese
31,item_236,word,ピアノ,furniture_rooms,nouns,piano,NA,Japanese
31,item_240,word,部屋,furniture_rooms,nouns,room,NA,Japanese
31,item_245,word,絵,household,nouns,picture,NA,Japanese
31,item_270,word,テープ,household,nouns,tape,NA,Japanese
31,item_304,word,草,outside,nouns,grass,NA,Japanese
32,item_20,word,おおかみ,animals,nouns,wolf,NA,Japanese
32,item_80,word,のり (糊),toys,nouns,glue (object),NA,Japanese
32,item_84,word,プレゼント,toys,nouns,present,NA,Japanese
32,item_112,word,ジャム,food_drink,nouns,jam,NA,Japanese
32,item_141,word,ほうれん草,food_drink,nouns,spinach,NA,Japanese
32,item_144,word,ポテト（チップス）,food_drink,nouns,chips,NA,Japanese
32,item_156,word,エプロン,clothing,nouns,apron,NA,Japanese
32,item_182,word,洋服,clothing,nouns,clothes,NA,Japanese
32,item_183,word,リボン,clothing,nouns,ribbon,NA,Japanese
32,item_205,word,舌（べろ）,body_parts,nouns,tongue,NA,Japanese
32,item_219,word,玄関,furniture_rooms,nouns,NA,NA,Japanese
32,item_224,word,扇風機,furniture_rooms,nouns,fan,NA,Japanese
32,item_239,word,ベッド,furniture_rooms,nouns,bed,NA,Japanese
32,item_261,word,シャンプー,household,nouns,shampoo,NA,Japanese
32,item_264,word,石鹸,household,nouns,soap,NA,Japanese
32,item_271,word,電池,household,nouns,battery,NA,Japanese
32,item_276,word,バケツ,household,nouns,bucket,NA,Japanese
32,item_277,word,はこ（箱）,household,nouns,box,NA,Japanese
32,item_287,word,包丁,household,nouns,knife,NA,Japanese
32,item_299,word,お天気,outside,nouns,NA,NA,Japanese
32,item_302,word,川,outside,nouns,river,NA,Japanese
32,item_321,word,道,outside,nouns,road,NA,Japanese
32,item_324,word,雪だるま,outside,nouns,snowman,NA,Japanese
33,item_164,word,スカート,clothing,nouns,skirt,NA,Japanese
33,item_184,word,あご,body_parts,nouns,chin,NA,Japanese
33,item_207,word,まゆ・まゆ毛,body_parts,nouns,eyebrow,NA,Japanese
33,item_260,word,財布,household,nouns,wallet,NA,Japanese
33,item_275,word,なべ,household,nouns,pan,NA,Japanese
33,item_285,word,フライパン,household,nouns,pan,NA,Japanese
33,item_293,word,毛布,household,nouns,blanket,NA,Japanese
33,item_306,word,スコップ,outside,nouns,shovel,NA,Japanese
34,item_74,word,ゲーム,toys,nouns,game,NA,Japanese
34,item_98,word,柿,food_drink,nouns,Persimmon,NA,Japanese
34,item_235,word,ドライヤー,furniture_rooms,nouns,hair dryer,NA,Japanese
34,item_249,word,かご,household,nouns,basket,NA,Japanese
34,item_281,word,ハンカチ,household,nouns,handkerchief,NA,Japanese
35,item_58,word,三輪車,vehicles,nouns,tricycle,NA,Japanese
35,item_61,word,ダンプカー,vehicles,nouns,NA,NA,Japanese
35,item_114,word,しょうゆ,food_drink,nouns,soy sauce,NA,Japanese
35,item_133,word,バター,food_drink,nouns,butter,NA,Japanese
35,item_225,word,台所,furniture_rooms,nouns,kitchen,NA,Japanese
35,item_228,word,駐車場,furniture_rooms,nouns,parking lot,NA,Japanese
35,item_256,word,くし,household,nouns,comb (object),NA,Japanese
35,item_268,word,茶わん,household,nouns,bowl,NA,Japanese
35,item_289,word,マイク,household,nouns,microphone,NA,Japanese
35,item_310,word,庭,outside,nouns,garden,NA,Japanese
35,item_317,word,ベランダ,outside,nouns,NA,NA,Japanese
35,item_322,word,屋根,outside,nouns,roof,NA,Japanese
36,item_171,word,チャック,clothing,nouns,zipper,NA,Japanese
36,item_297,word,枝,outside,nouns,branch,NA,Japanese
18,item_56,word,Araba,vehicles,nouns,car,NA,Turkish
18,item_145,word,Süt,food_drink,nouns,milk,NA,Turkish
19,item_35,word,Kedi,animals,nouns,cat,NA,Turkish
19,item_39,word,Kuş,animals,nouns,bird,NA,Turkish
20,item_96,word,Çay,food_drink,nouns,tea,NA,Turkish
20,item_155,word,Ayakkabı/Pabuç,clothing,nouns,shoe,NA,Turkish
20,item_199,word,El,body_parts,nouns,hand,NA,Turkish
21,item_37,word,Köpek,animals,nouns,dog,NA,Turkish
21,item_69,word,Balon,toys,nouns,balloon,NA,Turkish
21,item_103,word,Ekmek,food_drink,nouns,bread,NA,Turkish
21,item_188,word,Ayak,body_parts,nouns,foot,NA,Turkish
21,item_194,word,Burun,body_parts,nouns,nose,NA,Turkish
21,item_201,word,Göz,body_parts,nouns,eye,NA,Turkish
21,item_209,word,Saç,body_parts,nouns,hair,NA,Turkish
22,item_16,word,At (animal),animals,nouns,horse,NA,Turkish
22,item_76,word,Kalem,toys,nouns,pen/pencil,NA,Turkish
22,item_104,word,Elma,food_drink,nouns,apple,NA,Turkish
22,item_126,word,Muz,food_drink,nouns,banana,NA,Turkish
22,item_156,word,Bez (çocuk bezi),clothing,nouns,diaper,NA,Turkish
22,item_187,word,Ağız,body_parts,nouns,mouth,NA,Turkish
22,item_197,word,Diş,body_parts,nouns,tooth,NA,Turkish
22,item_217,word,Bardak,household,nouns,glasses,NA,Turkish
22,item_256,word,Kapı,furniture_rooms,nouns,door,NA,Turkish
22,item_281,word,Çiçek,outside,nouns,flower,NA,Turkish
23,item_18,word,Balık (animal),animals,nouns,fish (animal),NA,Turkish
23,item_83,word,Oyuncak,toys,nouns,toy (object),NA,Turkish
23,item_92,word,Balık (food),food_drink,nouns,fish (food),NA,Turkish
23,item_97,word,Çikolata,food_drink,nouns,chocolate,NA,Turkish
23,item_99,word,Çorba,food_drink,nouns,soup,NA,Turkish
23,item_105,word,Et,food_drink,nouns,meat,NA,Turkish
23,item_113,word,Kek,food_drink,nouns,cake,NA,Turkish
23,item_146,word,Şeker,food_drink,nouns,candy,NA,Turkish
23,item_163,word,Çorap,clothing,nouns,sock,NA,Turkish
23,item_180,word,Şapka,clothing,nouns,hat,NA,Turkish
23,item_186,word,Toka,clothing,nouns,hair clip,NA,Turkish
23,item_190,word,Baş/Kafa,body_parts,nouns,head,NA,Turkish
23,item_196,word,Dil,body_parts,nouns,tongue,NA,Turkish
23,item_206,word,Kulak,body_parts,nouns,ear,NA,Turkish
23,item_208,word,Popo,body_parts,nouns,butt,NA,Turkish
23,item_230,word,Kaşık,household,nouns,spoon,NA,Turkish
23,item_245,word,Telefon,household,nouns,telephone,NA,Turkish
24,item_17,word,Ayı,animals,nouns,bear,NA,Turkish
24,item_20,word,Böcek,animals,nouns,bug,NA,Turkish
24,item_29,word,İnek,animals,nouns,cow,NA,Turkish
24,item_67,word,Uçak,vehicles,nouns,airplane,NA,Turkish
24,item_77,word,Kitap,toys,nouns,book,NA,Turkish
24,item_116,word,Kola,food_drink,nouns,soda,NA,Turkish
24,item_121,word,Makarna,food_drink,nouns,pasta,NA,Turkish
24,item_132,word,Pilav,food_drink,nouns,rice,NA,Turkish
24,item_137,word,Sakız/Çiklet,food_drink,nouns,gum,NA,Turkish
24,item_152,word,Yoğurt,food_drink,nouns,yogurt,NA,Turkish
24,item_153,word,Yumurta,food_drink,nouns,egg,NA,Turkish
24,item_184,word,Terlik,clothing,nouns,slipper,NA,Turkish
24,item_189,word,Bacak,body_parts,nouns,leg,NA,Turkish
24,item_200,word,Göbek,body_parts,nouns,tummy,NA,Turkish
24,item_205,word,Kol,body_parts,nouns,arm,NA,Turkish
24,item_207,word,Parmak,body_parts,nouns,finger,NA,Turkish
24,item_221,word,Çanta,household,nouns,purse,NA,Turkish
24,item_222,word,Çatal,household,nouns,fork,NA,Turkish
24,item_225,word,Çöp,household,nouns,trash,NA,Turkish
24,item_239,word,Saat,household,nouns,clock,NA,Turkish
24,item_243,word,Tabak,household,nouns,plate,NA,Turkish
24,item_248,word,Banyo (object),furniture_rooms,nouns,bathroom,NA,Turkish
24,item_259,word,Masa,furniture_rooms,nouns,table,NA,Turkish
24,item_268,word,Televizyon/TV,furniture_rooms,nouns,tv,NA,Turkish
24,item_271,word,Yastık,furniture_rooms,nouns,pillow,NA,Turkish
24,item_275,word,Ağaç,outside,nouns,tree,NA,Turkish
25,item_23,word,Eşek,animals,nouns,donkey,NA,Turkish
25,item_49,word,Tavuk,animals,nouns,chicken (animal),NA,Turkish
25,item_54,word,Kuzu,animals,nouns,lamb,NA,Turkish
25,item_57,word,Bisiklet,vehicles,nouns,bicycle,NA,Turkish
25,item_72,word,Boya (object),toys,nouns,crayon,NA,Turkish
25,item_90,word,Ayran,food_drink,nouns,yogurt drink,NA,Turkish
25,item_93,word,Bisküvi,food_drink,nouns,cracker,NA,Turkish
25,item_101,word,Domates,food_drink,nouns,tomato,NA,Turkish
25,item_102,word,Dondurma,food_drink,nouns,ice cream,NA,Turkish
25,item_111,word,Karpuz,food_drink,nouns,watermelon,NA,Turkish
25,item_129,word,Pasta,food_drink,nouns,cake,NA,Turkish
25,item_130,word,Patates,food_drink,nouns,potato,NA,Turkish
25,item_131,word,Peynir,food_drink,nouns,cheese,NA,Turkish
25,item_151,word,Yemek,food_drink,nouns,food,NA,Turkish
25,item_154,word,Zeytin,food_drink,nouns,olive,NA,Turkish
25,item_171,word,Gözlük,clothing,nouns,glasses,NA,Turkish
25,item_212,word,Yanak,body_parts,nouns,cheek,NA,Turkish
25,item_214,word,Anahtar,household,nouns,key,NA,Turkish
25,item_215,word,Ayna,household,nouns,mirror,NA,Turkish
25,item_219,word,Bıçak,household,nouns,knife,NA,Turkish
25,item_220,word,Biberon,household,nouns,bottle,NA,Turkish
25,item_231,word,Kumanda,household,nouns,remote control,NA,Turkish
25,item_232,word,Lamba/Işık,household,nouns,lamp,NA,Turkish
25,item_244,word,Tarak,household,nouns,comb (object),NA,Turkish
25,item_270,word,Yatak,furniture_rooms,nouns,bed,NA,Turkish
25,item_274,word,Ay/Aydede,outside,nouns,moon,NA,Turkish
25,item_300,word,Salıncak,outside,nouns,swing (object),NA,Turkish
25,item_302,word,Taş,outside,nouns,rock (object),NA,Turkish
25,item_307,word,Yağmur,outside,nouns,rain,NA,Turkish
26,item_14,word,Arı,animals,nouns,bee,NA,Turkish
26,item_42,word,Maymun,animals,nouns,monkey,NA,Turkish
26,item_47,word,Sinek,animals,nouns,fly (animal),NA,Turkish
26,item_48,word,Tavşan,animals,nouns,bunny,NA,Turkish
26,item_74,word,Defter,toys,nouns,notebook,NA,Turkish
26,item_75,word,Düdük,toys,nouns,whistle (object),NA,Turkish
26,item_89,word,Armut,food_drink,nouns,pear,NA,Turkish
26,item_91,word,Bal,food_drink,nouns,honey,NA,Turkish
26,item_95,word,Cips,food_drink,nouns,chips,NA,Turkish
26,item_98,word,Çilek,food_drink,nouns,strawberry,NA,Turkish
26,item_117,word,Köfte,food_drink,nouns,meatball,NA,Turkish
26,item_140,word,Simit,food_drink,nouns,pretzel,NA,Turkish
26,item_150,word,Üzüm,food_drink,nouns,grapes,NA,Turkish
26,item_165,word,Elbise,clothing,nouns,dress (object),NA,Turkish
26,item_178,word,Pantolon,clothing,nouns,pants,NA,Turkish
26,item_203,word,Karın,body_parts,nouns,tummy,NA,Turkish
26,item_210,word,Tırnak,body_parts,nouns,fingernail,NA,Turkish
26,item_213,word,Yüz/Surat,body_parts,nouns,face,NA,Turkish
26,item_226,word,Emzik,household,nouns,pacifier,NA,Turkish
26,item_228,word,İlaç,household,nouns,medicine,NA,Turkish
26,item_229,word,Kağıt,household,nouns,paper,NA,Turkish
26,item_235,word,Peçete,household,nouns,napkin,NA,Turkish
26,item_238,word,Resim,household,nouns,picture,NA,Turkish
26,item_240,word,Sabun,household,nouns,soap,NA,Turkish
26,item_246,word,Ütü,household,nouns,iron (object),NA,Turkish
26,item_251,word,Dolap,furniture_rooms,nouns,cupboard,NA,Turkish
26,item_254,word,Kalorifer,furniture_rooms,nouns,radiator,NA,Turkish
26,item_257,word,Koltuk,furniture_rooms,nouns,armchair,NA,Turkish
26,item_261,word,Mutfak,furniture_rooms,nouns,kitchen,NA,Turkish
26,item_263,word,Pencere,furniture_rooms,nouns,window,NA,Turkish
26,item_269,word,Tuvalet,furniture_rooms,nouns,potty,NA,Turkish
26,item_273,word,Yorgan,furniture_rooms,nouns,NA,NA,Turkish
26,item_291,word,Güneş,outside,nouns,sun,NA,Turkish
27,item_36,word,Koyun,animals,nouns,sheep,NA,Turkish
27,item_61,word,Kamyon,vehicles,nouns,truck,NA,Turkish
27,item_64,word,Otobüs,vehicles,nouns,bus,NA,Turkish
27,item_66,word,Tren,vehicles,nouns,train,NA,Turkish
27,item_94,word,Börek,food_drink,nouns,pastry,NA,Turkish
27,item_123,word,Meyve,food_drink,nouns,fruit,NA,Turkish
27,item_124,word,Mısır,food_drink,nouns,corn,NA,Turkish
27,item_135,word,Portakal,food_drink,nouns,orange (food),NA,Turkish
27,item_139,word,Salatalık,food_drink,nouns,cucumber,NA,Turkish
27,item_149,word,Tuz,food_drink,nouns,salt,NA,Turkish
27,item_161,word,Cep,clothing,nouns,pocket,NA,Turkish
27,item_164,word,Don/Külot,clothing,nouns,underpants,NA,Turkish
27,item_168,word,Etek,clothing,nouns,skirt,NA,Turkish
27,item_195,word,Çene,body_parts,nouns,chin,NA,Turkish
27,item_227,word,Havlu,household,nouns,towel,NA,Turkish
27,item_233,word,Mendil,household,nouns,tissue,NA,Turkish
27,item_236,word,Perde,household,nouns,curtain,NA,Turkish
27,item_241,word,Süpürge,household,nouns,vacuum,NA,Turkish
27,item_247,word,Balkon,furniture_rooms,nouns,porch,NA,Turkish
27,item_260,word,Merdiven,furniture_rooms,nouns,stairs,NA,Turkish
27,item_264,word,Oda,furniture_rooms,nouns,room,NA,Turkish
27,item_266,word,Sandalye/İskemle,furniture_rooms,nouns,chair,NA,Turkish
27,item_272,word,Zil,furniture_rooms,nouns,bell,NA,Turkish
27,item_276,word,Ateş,outside,nouns,fire,NA,Turkish
27,item_277,word,Bahçe,outside,nouns,garden,NA,Turkish
27,item_292,word,Kar,outside,nouns,snow,NA,Turkish
27,item_297,word,Kum,outside,nouns,sand,NA,Turkish
27,item_310,word,Yol,outside,nouns,road,NA,Turkish
28,item_15,word,Aslan,animals,nouns,lion,NA,Turkish
28,item_24,word,Fare,animals,nouns,mouse,NA,Turkish
28,item_25,word,Fil,animals,nouns,elephant,NA,Turkish
28,item_27,word,Hayvan,animals,nouns,animal,NA,Turkish
28,item_28,word,Horoz,animals,nouns,rooster,NA,Turkish
28,item_32,word,Karınca,animals,nouns,ant,NA,Turkish
28,item_43,word,Ördek,animals,nouns,duck,NA,Turkish
28,item_73,word,Davul,toys,nouns,drum (object),NA,Turkish
28,item_78,word,Kova,toys,nouns,bucket,NA,Turkish
28,item_100,word,Dolma,food_drink,nouns,NA,NA,Turkish
28,item_115,word,Kiraz,food_drink,nouns,cherry,NA,Turkish
28,item_119,word,Limon,food_drink,nouns,lemon,NA,Turkish
28,item_172,word,Kazak,clothing,nouns,sweater,NA,Turkish
28,item_174,word,Küpe,clothing,nouns,earring,NA,Turkish
28,item_179,word,Pijama,clothing,nouns,pajamas,NA,Turkish
28,item_192,word,Boğaz,body_parts,nouns,throat,NA,Turkish
28,item_193,word,Boyun,body_parts,nouns,neck,NA,Turkish
28,item_198,word,Diz,body_parts,nouns,knee,NA,Turkish
28,item_218,word,Battaniye,household,nouns,blanket,NA,Turkish
28,item_249,word,Bilgisayar,furniture_rooms,nouns,computer,NA,Turkish
28,item_250,word,Buzdolabı,furniture_rooms,nouns,refrigerator,NA,Turkish
28,item_279,word,Bayrak,outside,nouns,flag,NA,Turkish
28,item_286,word,Duvar,outside,nouns,wall,NA,Turkish
28,item_301,word,Sokak,outside,nouns,street,NA,Turkish
28,item_304,word,Toprak,outside,nouns,soil,NA,Turkish
28,item_309,word,Yaprak,outside,nouns,leaf,NA,Turkish
29,item_58,word,Gemi/Vapur,vehicles,nouns,boat,NA,Turkish
29,item_80,word,Kürek,toys,nouns,shovel,NA,Turkish
29,item_82,word,Masal,toys,nouns,story,NA,Turkish
29,item_88,word,Uçurtma,toys,nouns,kite,NA,Turkish
29,item_107,word,Fıstık,food_drink,nouns,nut,NA,Turkish
29,item_110,word,Kahve,food_drink,nouns,coffee,NA,Turkish
29,item_122,word,Mandalina,food_drink,nouns,tangerine,NA,Turkish
29,item_127,word,Nar,food_drink,nouns,pomegranate,NA,Turkish
29,item_136,word,Reçel,food_drink,nouns,jam,NA,Turkish
29,item_141,word,Soğan,food_drink,nouns,onion,NA,Turkish
29,item_144,word,Sucuk,food_drink,nouns,sausage,NA,Turkish
29,item_148,word,Tost,food_drink,nouns,toast,NA,Turkish
29,item_166,word,Eldiven,clothing,nouns,glove,NA,Turkish
29,item_169,word,Fanila/Atlet,clothing,nouns,NA,NA,Turkish
29,item_175,word,Mont,clothing,nouns,jacket,NA,Turkish
29,item_181,word,Şort,clothing,nouns,shorts,NA,Turkish
29,item_191,word,Bıyık,body_parts,nouns,mustache,NA,Turkish
29,item_204,word,Kirpik,body_parts,nouns,eyelash,NA,Turkish
29,item_223,word,Çaydanlık,household,nouns,teapot,NA,Turkish
29,item_242,word,Şemsiye,household,nouns,umbrella,NA,Turkish
29,item_253,word,Fırın,furniture_rooms,nouns,oven,NA,Turkish
29,item_262,word,Ocak,furniture_rooms,nouns,stove,NA,Turkish
29,item_265,word,Salon,furniture_rooms,nouns,living room,NA,Turkish
29,item_267,word,Sehpa,furniture_rooms,nouns,coffee table,NA,Turkish
29,item_278,word,Bulut,outside,nouns,cloud,NA,Turkish
29,item_280,word,Çamur,outside,nouns,mud,NA,Turkish
29,item_299,word,Ot,outside,nouns,grass,NA,Turkish
29,item_303,word,Tekerlek,outside,nouns,wheel,NA,Turkish
29,item_305,word,Toz,outside,nouns,dust,NA,Turkish
30,item_34,word,Keçi,animals,nouns,goat,NA,Turkish
30,item_38,word,Kurbağa,animals,nouns,frog,NA,Turkish
30,item_81,word,Lego,toys,nouns,blocks,NA,Turkish
30,item_106,word,Fasulye,food_drink,nouns,beans,NA,Turkish
30,item_112,word,Kayısı,food_drink,nouns,apricot,NA,Turkish
30,item_118,word,Kurabiye,food_drink,nouns,cookie,NA,Turkish
30,item_134,word,Poğaça,food_drink,nouns,pastry,NA,Turkish
30,item_142,word,Sosis,food_drink,nouns,sausage,NA,Turkish
30,item_157,word,Bilezik,clothing,nouns,bracelet,NA,Turkish
30,item_160,word,Ceket,clothing,nouns,jacket,NA,Turkish
30,item_173,word,Kemer,clothing,nouns,belt,NA,Turkish
30,item_176,word,Önlük,clothing,nouns,bib,NA,Turkish
30,item_182,word,Taç,clothing,nouns,headband,NA,Turkish
30,item_185,word,Tişört,clothing,nouns,t-shirt,NA,Turkish
30,item_234,word,Pamuk,household,nouns,cotton,NA,Turkish
30,item_285,word,Duman,outside,nouns,smoke,NA,Turkish
30,item_288,word,Fotoğraf,outside,nouns,photo,NA,Turkish
30,item_293,word,Kaydırak,outside,nouns,slide (object),NA,Turkish
30,item_298,word,Odun,outside,nouns,wood,NA,Turkish
31,item_21,word,Deve,animals,nouns,camel,NA,Turkish
31,item_44,word,Örümcek,animals,nouns,spider,NA,Turkish
31,item_51,word,Yavru,animals,nouns,NA,NA,Turkish
31,item_63,word,Motosiklet,vehicles,nouns,motorcycle,NA,Turkish
31,item_84,word,Pazıl/Yap-boz,toys,nouns,puzzle,NA,Turkish
31,item_85,word,Robot,toys,nouns,robot,NA,Turkish
31,item_108,word,Gazoz,food_drink,nouns,soda,NA,Turkish
31,item_114,word,Ketçap,food_drink,nouns,ketchup,NA,Turkish
31,item_128,word,Nohut,food_drink,nouns,chickpea,NA,Turkish
31,item_138,word,Salam,food_drink,nouns,salami,NA,Turkish
31,item_159,word,Bot,clothing,nouns,boots,NA,Turkish
31,item_216,word,Bant (plaster),household,nouns,bandaid,NA,Turkish
31,item_237,word,Radyo,household,nouns,radio,NA,Turkish
31,item_282,word,Çimen,outside,nouns,yard,NA,Turkish
31,item_283,word,Dağ,outside,nouns,mountain,NA,Turkish
31,item_294,word,Kaza,outside,nouns,accident,NA,Turkish
31,item_296,word,Köprü,outside,nouns,bridge,NA,Turkish
31,item_308,word,Yangın,outside,nouns,fire,NA,Turkish
32,item_31,word,Karga,animals,nouns,crow,NA,Turkish
32,item_40,word,Kurt,animals,nouns,wolf,NA,Turkish
32,item_41,word,Leylek,animals,nouns,stork,NA,Turkish
32,item_45,word,Papağan,animals,nouns,parrot,NA,Turkish
32,item_59,word,Helikopter,vehicles,nouns,helicopter,NA,Turkish
32,item_109,word,Ispanak,food_drink,nouns,spinach,NA,Turkish
32,item_120,word,Lokum,food_drink,nouns,NA,NA,Turkish
32,item_133,word,Pizza,food_drink,nouns,pizza,NA,Turkish
